Vardas              Pavarde             Egzaminas           Rezultatas          
Vardenis2114        Pavardenis2114      10                  6                   
Vardenis2146        Pavardenis2146      10                  6                   
Vardenis2373        Pavardenis2373      10                  6                   
Vardenis2443        Pavardenis2443      10                  6                   
Vardenis2812        Pavardenis2812      10                  6                   
Vardenis2994        Pavardenis2994      10                  6                   
Vardenis3204        Pavardenis3204      10                  6                   
Vardenis4410        Pavardenis4410      10                  6                   
Vardenis4478        Pavardenis4478      10                  6                   
Vardenis4508        Pavardenis4508      10                  6                   
Vardenis5425        Pavardenis5425      10                  6                   
Vardenis6133        Pavardenis6133      10                  6                   
Vardenis6499        Pavardenis6499      10                  6                   
Vardenis6694        Pavardenis6694      10                  6                   
Vardenis6820        Pavardenis6820      10                  6                   
Vardenis7789        Pavardenis7789      10                  6                   
Vardenis8282        Pavardenis8282      10                  6                   
Vardenis9171        Pavardenis9171      10                  6                   
Vardenis9196        Pavardenis9196      10                  6                   
Vardenis9889        Pavardenis9889      10                  6                   
Vardenis9993        Pavardenis9993      10                  6                   
Vardenis153         Pavardenis153       10                  6                   
Vardenis237         Pavardenis237       10                  6                   
Vardenis512         Pavardenis512       10                  6                   
Vardenis1168        Pavardenis1168      10                  6                   
Vardenis2310        Pavardenis2310      10                  6                   
Vardenis2437        Pavardenis2437      10                  6                   
Vardenis2555        Pavardenis2555      10                  6                   
Vardenis2977        Pavardenis2977      10                  6                   
Vardenis3035        Pavardenis3035      10                  6                   
Vardenis4076        Pavardenis4076      10                  6                   
Vardenis4693        Pavardenis4693      10                  6                   
Vardenis5194        Pavardenis5194      10                  6                   
Vardenis5973        Pavardenis5973      10                  6                   
Vardenis6230        Pavardenis6230      10                  6                   
Vardenis6252        Pavardenis6252      10                  6                   
Vardenis6425        Pavardenis6425      10                  6                   
Vardenis6663        Pavardenis6663      10                  6                   
Vardenis6782        Pavardenis6782      10                  6                   
Vardenis7383        Pavardenis7383      10                  6                   
Vardenis8390        Pavardenis8390      10                  6                   
Vardenis8617        Pavardenis8617      10                  6                   
Vardenis9429        Pavardenis9429      10                  6                   
Vardenis290         Pavardenis290       10                  6                   
Vardenis3219        Pavardenis3219      10                  6                   
Vardenis3780        Pavardenis3780      10                  6                   
Vardenis3786        Pavardenis3786      10                  6                   
Vardenis4476        Pavardenis4476      10                  6                   
Vardenis7705        Pavardenis7705      10                  6                   
Vardenis8462        Pavardenis8462      10                  6                   
Vardenis9254        Pavardenis9254      10                  6                   
Vardenis9377        Pavardenis9377      10                  6                   
Vardenis9483        Pavardenis9483      10                  6                   
Vardenis9613        Pavardenis9613      10                  6                   
Vardenis571         Pavardenis571       10                  6                   
Vardenis972         Pavardenis972       10                  6                   
Vardenis1666        Pavardenis1666      10                  6                   
Vardenis2297        Pavardenis2297      10                  6                   
Vardenis2359        Pavardenis2359      10                  6                   
Vardenis2588        Pavardenis2588      10                  6                   
Vardenis2591        Pavardenis2591      10                  6                   
Vardenis3206        Pavardenis3206      10                  6                   
Vardenis3276        Pavardenis3276      10                  6                   
Vardenis4085        Pavardenis4085      10                  6                   
Vardenis4309        Pavardenis4309      10                  6                   
Vardenis6937        Pavardenis6937      10                  6                   
Vardenis7239        Pavardenis7239      10                  6                   
Vardenis8165        Pavardenis8165      10                  6                   
Vardenis8167        Pavardenis8167      10                  6                   
Vardenis8250        Pavardenis8250      10                  6                   
Vardenis8487        Pavardenis8487      10                  6                   
Vardenis9073        Pavardenis9073      10                  6                   
Vardenis9455        Pavardenis9455      10                  6                   
Vardenis1097        Pavardenis1097      10                  6                   
Vardenis1162        Pavardenis1162      10                  6                   
Vardenis1821        Pavardenis1821      10                  6                   
Vardenis2275        Pavardenis2275      10                  6                   
Vardenis2785        Pavardenis2785      10                  6                   
Vardenis3294        Pavardenis3294      10                  6                   
Vardenis3754        Pavardenis3754      10                  6                   
Vardenis5518        Pavardenis5518      10                  6                   
Vardenis6172        Pavardenis6172      10                  6                   
Vardenis7784        Pavardenis7784      10                  6                   
Vardenis8259        Pavardenis8259      10                  6                   
Vardenis8267        Pavardenis8267      10                  6                   
Vardenis8702        Pavardenis8702      10                  6                   
Vardenis8894        Pavardenis8894      10                  6                   
Vardenis9011        Pavardenis9011      10                  6                   
Vardenis1051        Pavardenis1051      10                  6                   
Vardenis1777        Pavardenis1777      10                  6                   
Vardenis2340        Pavardenis2340      10                  6                   
Vardenis2850        Pavardenis2850      10                  6                   
Vardenis2854        Pavardenis2854      10                  6                   
Vardenis4409        Pavardenis4409      10                  6                   
Vardenis4585        Pavardenis4585      10                  6                   
Vardenis4907        Pavardenis4907      10                  6                   
Vardenis5395        Pavardenis5395      10                  6                   
Vardenis5558        Pavardenis5558      10                  6                   
Vardenis6104        Pavardenis6104      10                  6                   
Vardenis8459        Pavardenis8459      10                  6                   
Vardenis8555        Pavardenis8555      10                  6                   
Vardenis8719        Pavardenis8719      10                  6                   
Vardenis8970        Pavardenis8970      10                  6                   
Vardenis9405        Pavardenis9405      10                  6                   
Vardenis359         Pavardenis359       10                  6                   
Vardenis1635        Pavardenis1635      10                  6                   
Vardenis2890        Pavardenis2890      10                  6                   
Vardenis2895        Pavardenis2895      10                  6                   
Vardenis3403        Pavardenis3403      10                  6                   
Vardenis3642        Pavardenis3642      10                  6                   
Vardenis3815        Pavardenis3815      10                  6                   
Vardenis5282        Pavardenis5282      10                  6                   
Vardenis6853        Pavardenis6853      10                  6                   
Vardenis7653        Pavardenis7653      10                  6                   
Vardenis9366        Pavardenis9366      10                  6                   
Vardenis2357        Pavardenis2357      10                  6                   
Vardenis2419        Pavardenis2419      10                  6                   
Vardenis4152        Pavardenis4152      10                  6                   
Vardenis4557        Pavardenis4557      10                  6                   
Vardenis4738        Pavardenis4738      10                  6                   
Vardenis5948        Pavardenis5948      10                  6                   
Vardenis6167        Pavardenis6167      10                  6                   
Vardenis7487        Pavardenis7487      10                  6                   
Vardenis8479        Pavardenis8479      10                  6                   
Vardenis9434        Pavardenis9434      10                  6                   
Vardenis9919        Pavardenis9919      10                  6                   
Vardenis1505        Pavardenis1505      10                  6                   
Vardenis2084        Pavardenis2084      10                  6                   
Vardenis2531        Pavardenis2531      10                  6                   
Vardenis4008        Pavardenis4008      10                  6                   
Vardenis5723        Pavardenis5723      10                  6                   
Vardenis6531        Pavardenis6531      10                  6                   
Vardenis6738        Pavardenis6738      10                  6                   
Vardenis8934        Pavardenis8934      10                  6                   
Vardenis9553        Pavardenis9553      10                  6                   
Vardenis1135        Pavardenis1135      10                  6                   
Vardenis1463        Pavardenis1463      10                  6                   
Vardenis1757        Pavardenis1757      10                  6                   
Vardenis3327        Pavardenis3327      10                  6                   
Vardenis3871        Pavardenis3871      10                  6                   
Vardenis4098        Pavardenis4098      10                  6                   
Vardenis7111        Pavardenis7111      10                  6                   
Vardenis7477        Pavardenis7477      10                  6                   
Vardenis319         Pavardenis319       10                  6                   
Vardenis1216        Pavardenis1216      10                  6                   
Vardenis4213        Pavardenis4213      10                  6                   
Vardenis913         Pavardenis913       10                  6                   
Vardenis2411        Pavardenis2411      10                  6                   
Vardenis6968        Pavardenis6968      10                  6                   
Vardenis1461        Pavardenis1461      10                  6                   
Vardenis1740        Pavardenis1740      10                  6                   
Vardenis6717        Pavardenis6717      10                  6                   
Vardenis3483        Pavardenis3483      10                  6                   
Vardenis7338        Pavardenis7338      10                  6                   
Vardenis7644        Pavardenis7644      10                  6                   
Vardenis2750        Pavardenis2750      10                  6                   
Vardenis2815        Pavardenis2815      10                  6                   
Vardenis2882        Pavardenis2882      10                  6                   
Vardenis5304        Pavardenis5304      10                  6                   
Vardenis8779        Pavardenis8779      10                  6                   
Vardenis3734        Pavardenis3734      10                  6                   
Vardenis4005        Pavardenis4005      10                  6                   
Vardenis232         Pavardenis232       10                  6                   
Vardenis8675        Pavardenis8675      10                  6                   
Vardenis2505        Pavardenis2505      10                  6                   
Vardenis5756        Pavardenis5756      10                  6                   
Vardenis2760        Pavardenis2760      10                  6                   
Vardenis7594        Pavardenis7594      10                  6                   
Vardenis8186        Pavardenis8186      10                  6                   
Vardenis8504        Pavardenis8504      10                  6                   
Vardenis4914        Pavardenis4914      10                  6                   
Vardenis7657        Pavardenis7657      10                  6                   
Vardenis5273        Pavardenis5273      10                  6                   
Vardenis5311        Pavardenis5311      10                  6                   
Vardenis8832        Pavardenis8832      10                  6                   
Vardenis612         Pavardenis612       6                   6                   
Vardenis1058        Pavardenis1058      6                   6                   
Vardenis1294        Pavardenis1294      6                   6                   
Vardenis1578        Pavardenis1578      6                   6                   
Vardenis1671        Pavardenis1671      6                   6                   
Vardenis2029        Pavardenis2029      6                   6                   
Vardenis2457        Pavardenis2457      6                   6                   
Vardenis2869        Pavardenis2869      6                   6                   
Vardenis3572        Pavardenis3572      6                   6                   
Vardenis3687        Pavardenis3687      6                   6                   
Vardenis3848        Pavardenis3848      6                   6                   
Vardenis3967        Pavardenis3967      6                   6                   
Vardenis4768        Pavardenis4768      6                   6                   
Vardenis5316        Pavardenis5316      6                   6                   
Vardenis5343        Pavardenis5343      6                   6                   
Vardenis5528        Pavardenis5528      6                   6                   
Vardenis7144        Pavardenis7144      6                   6                   
Vardenis7498        Pavardenis7498      6                   6                   
Vardenis7523        Pavardenis7523      6                   6                   
Vardenis7990        Pavardenis7990      6                   6                   
Vardenis8111        Pavardenis8111      6                   6                   
Vardenis8188        Pavardenis8188      6                   6                   
Vardenis8261        Pavardenis8261      6                   6                   
Vardenis8536        Pavardenis8536      6                   6                   
Vardenis8637        Pavardenis8637      6                   6                   
Vardenis8971        Pavardenis8971      6                   6                   
Vardenis1156        Pavardenis1156      7                   6.01                
Vardenis1631        Pavardenis1631      7                   6.01                
Vardenis2618        Pavardenis2618      7                   6.01                
Vardenis3456        Pavardenis3456      7                   6.01                
Vardenis5552        Pavardenis5552      7                   6.01                
Vardenis5654        Pavardenis5654      7                   6.01                
Vardenis6238        Pavardenis6238      7                   6.01                
Vardenis6414        Pavardenis6414      7                   6.01                
Vardenis8763        Pavardenis8763      7                   6.01                
Vardenis9124        Pavardenis9124      7                   6.01                
Vardenis9930        Pavardenis9930      7                   6.01                
Vardenis9965        Pavardenis9965      7                   6.01                
Vardenis49          Pavardenis49        6                   6.03                
Vardenis69          Pavardenis69        6                   6.03                
Vardenis658         Pavardenis658       6                   6.03                
Vardenis1569        Pavardenis1569      6                   6.03                
Vardenis1676        Pavardenis1676      6                   6.03                
Vardenis1801        Pavardenis1801      6                   6.03                
Vardenis2131        Pavardenis2131      6                   6.03                
Vardenis2843        Pavardenis2843      6                   6.03                
Vardenis3205        Pavardenis3205      6                   6.03                
Vardenis3479        Pavardenis3479      6                   6.03                
Vardenis4170        Pavardenis4170      6                   6.03                
Vardenis4228        Pavardenis4228      6                   6.03                
Vardenis4393        Pavardenis4393      6                   6.03                
Vardenis5245        Pavardenis5245      6                   6.03                
Vardenis5904        Pavardenis5904      6                   6.03                
Vardenis6584        Pavardenis6584      6                   6.03                
Vardenis6591        Pavardenis6591      8                   6.03                
Vardenis6744        Pavardenis6744      6                   6.03                
Vardenis6863        Pavardenis6863      6                   6.03                
Vardenis7249        Pavardenis7249      6                   6.03                
Vardenis7423        Pavardenis7423      6                   6.03                
Vardenis7474        Pavardenis7474      6                   6.03                
Vardenis8083        Pavardenis8083      6                   6.03                
Vardenis8134        Pavardenis8134      6                   6.03                
Vardenis8187        Pavardenis8187      6                   6.03                
Vardenis8531        Pavardenis8531      6                   6.03                
Vardenis8778        Pavardenis8778      6                   6.03                
Vardenis8960        Pavardenis8960      6                   6.03                
Vardenis9369        Pavardenis9369      6                   6.03                
Vardenis9683        Pavardenis9683      6                   6.03                
Vardenis89          Pavardenis89        5                   6.04                
Vardenis240         Pavardenis240       7                   6.04                
Vardenis830         Pavardenis830       7                   6.04                
Vardenis1075        Pavardenis1075      7                   6.04                
Vardenis1371        Pavardenis1371      7                   6.04                
Vardenis2329        Pavardenis2329      7                   6.04                
Vardenis2840        Pavardenis2840      7                   6.04                
Vardenis2984        Pavardenis2984      7                   6.04                
Vardenis3973        Pavardenis3973      7                   6.04                
Vardenis4503        Pavardenis4503      7                   6.04                
Vardenis4950        Pavardenis4950      7                   6.04                
Vardenis5549        Pavardenis5549      7                   6.04                
Vardenis5902        Pavardenis5902      7                   6.04                
Vardenis6281        Pavardenis6281      7                   6.04                
Vardenis6780        Pavardenis6780      7                   6.04                
Vardenis8155        Pavardenis8155      7                   6.04                
Vardenis8700        Pavardenis8700      7                   6.04                
Vardenis9280        Pavardenis9280      5                   6.04                
Vardenis9850        Pavardenis9850      7                   6.04                
Vardenis1133        Pavardenis1133      6                   6.05                
Vardenis1579        Pavardenis1579      6                   6.05                
Vardenis1847        Pavardenis1847      6                   6.05                
Vardenis2645        Pavardenis2645      6                   6.05                
Vardenis3679        Pavardenis3679      6                   6.05                
Vardenis3974        Pavardenis3974      6                   6.05                
Vardenis4464        Pavardenis4464      6                   6.05                
Vardenis4567        Pavardenis4567      6                   6.05                
Vardenis4969        Pavardenis4969      6                   6.05                
Vardenis5483        Pavardenis5483      6                   6.05                
Vardenis5491        Pavardenis5491      6                   6.05                
Vardenis6650        Pavardenis6650      6                   6.05                
Vardenis7057        Pavardenis7057      6                   6.05                
Vardenis8031        Pavardenis8031      6                   6.05                
Vardenis8477        Pavardenis8477      6                   6.05                
Vardenis9040        Pavardenis9040      6                   6.05                
Vardenis9469        Pavardenis9469      6                   6.05                
Vardenis9712        Pavardenis9712      6                   6.05                
Vardenis9818        Pavardenis9818      6                   6.05                
Vardenis696         Pavardenis696       7                   6.07                
Vardenis1530        Pavardenis1530      7                   6.07                
Vardenis1730        Pavardenis1730      7                   6.07                
Vardenis2407        Pavardenis2407      7                   6.07                
Vardenis3717        Pavardenis3717      7                   6.07                
Vardenis4036        Pavardenis4036      7                   6.07                
Vardenis4483        Pavardenis4483      5                   6.07                
Vardenis5187        Pavardenis5187      7                   6.07                
Vardenis5250        Pavardenis5250      7                   6.07                
Vardenis6064        Pavardenis6064      7                   6.07                
Vardenis6168        Pavardenis6168      7                   6.07                
Vardenis6439        Pavardenis6439      7                   6.07                
Vardenis7330        Pavardenis7330      7                   6.07                
Vardenis7446        Pavardenis7446      7                   6.07                
Vardenis7810        Pavardenis7810      7                   6.07                
Vardenis7862        Pavardenis7862      7                   6.07                
Vardenis8132        Pavardenis8132      7                   6.07                
Vardenis8561        Pavardenis8561      7                   6.07                
Vardenis9006        Pavardenis9006      7                   6.07                
Vardenis9119        Pavardenis9119      7                   6.07                
Vardenis549         Pavardenis549       6                   6.08                
Vardenis1011        Pavardenis1011      6                   6.08                
Vardenis1013        Pavardenis1013      6                   6.08                
Vardenis1017        Pavardenis1017      6                   6.08                
Vardenis1491        Pavardenis1491      6                   6.08                
Vardenis1506        Pavardenis1506      6                   6.08                
Vardenis1774        Pavardenis1774      6                   6.08                
Vardenis2584        Pavardenis2584      6                   6.08                
Vardenis3007        Pavardenis3007      6                   6.08                
Vardenis3318        Pavardenis3318      6                   6.08                
Vardenis3595        Pavardenis3595      6                   6.08                
Vardenis3711        Pavardenis3711      6                   6.08                
Vardenis3938        Pavardenis3938      6                   6.08                
Vardenis4240        Pavardenis4240      6                   6.08                
Vardenis4453        Pavardenis4453      6                   6.08                
Vardenis5030        Pavardenis5030      6                   6.08                
Vardenis5556        Pavardenis5556      6                   6.08                
Vardenis5764        Pavardenis5764      6                   6.08                
Vardenis6009        Pavardenis6009      6                   6.08                
Vardenis7858        Pavardenis7858      6                   6.08                
Vardenis8077        Pavardenis8077      6                   6.08                
Vardenis8559        Pavardenis8559      6                   6.08                
Vardenis9152        Pavardenis9152      6                   6.08                
Vardenis9198        Pavardenis9198      6                   6.08                
Vardenis9338        Pavardenis9338      6                   6.08                
Vardenis9411        Pavardenis9411      6                   6.08                
Vardenis9598        Pavardenis9598      6                   6.08                
Vardenis902         Pavardenis902       7                   6.09                
Vardenis1709        Pavardenis1709      7                   6.09                
Vardenis1953        Pavardenis1953      7                   6.09                
Vardenis2211        Pavardenis2211      7                   6.09                
Vardenis2259        Pavardenis2259      7                   6.09                
Vardenis2626        Pavardenis2626      7                   6.09                
Vardenis3277        Pavardenis3277      7                   6.09                
Vardenis5488        Pavardenis5488      7                   6.09                
Vardenis7020        Pavardenis7020      7                   6.09                
Vardenis7869        Pavardenis7869      7                   6.09                
Vardenis7977        Pavardenis7977      7                   6.09                
Vardenis9823        Pavardenis9823      7                   6.09                
Vardenis9902        Pavardenis9902      7                   6.09                
Vardenis523         Pavardenis523       6                   6.11                
Vardenis622         Pavardenis622       6                   6.11                
Vardenis1756        Pavardenis1756      6                   6.11                
Vardenis1975        Pavardenis1975      6                   6.11                
Vardenis2214        Pavardenis2214      6                   6.11                
Vardenis2557        Pavardenis2557      6                   6.11                
Vardenis2646        Pavardenis2646      6                   6.11                
Vardenis2770        Pavardenis2770      6                   6.11                
Vardenis4041        Pavardenis4041      6                   6.11                
Vardenis4967        Pavardenis4967      6                   6.11                
Vardenis7502        Pavardenis7502      6                   6.11                
Vardenis8735        Pavardenis8735      6                   6.11                
Vardenis9858        Pavardenis9858      6                   6.11                
Vardenis9979        Pavardenis9979      6                   6.11                
Vardenis705         Pavardenis705       7                   6.12                
Vardenis922         Pavardenis922       7                   6.12                
Vardenis1091        Pavardenis1091      7                   6.12                
Vardenis3622        Pavardenis3622      7                   6.12                
Vardenis4547        Pavardenis4547      7                   6.12                
Vardenis4635        Pavardenis4635      7                   6.12                
Vardenis5158        Pavardenis5158      7                   6.12                
Vardenis5418        Pavardenis5418      7                   6.12                
Vardenis5729        Pavardenis5729      7                   6.12                
Vardenis5920        Pavardenis5920      7                   6.12                
Vardenis5960        Pavardenis5960      7                   6.12                
Vardenis6006        Pavardenis6006      7                   6.12                
Vardenis6643        Pavardenis6643      7                   6.12                
Vardenis7085        Pavardenis7085      7                   6.12                
Vardenis8547        Pavardenis8547      7                   6.12                
Vardenis9869        Pavardenis9869      7                   6.12                
Vardenis65          Pavardenis65        6                   6.13                
Vardenis568         Pavardenis568       6                   6.13                
Vardenis589         Pavardenis589       6                   6.13                
Vardenis1415        Pavardenis1415      6                   6.13                
Vardenis1911        Pavardenis1911      6                   6.13                
Vardenis2963        Pavardenis2963      6                   6.13                
Vardenis4285        Pavardenis4285      6                   6.13                
Vardenis5218        Pavardenis5218      6                   6.13                
Vardenis6186        Pavardenis6186      8                   6.13                
Vardenis6392        Pavardenis6392      6                   6.13                
Vardenis7595        Pavardenis7595      6                   6.13                
Vardenis7676        Pavardenis7676      6                   6.13                
Vardenis8537        Pavardenis8537      6                   6.13                
Vardenis8612        Pavardenis8612      6                   6.13                
Vardenis9229        Pavardenis9229      6                   6.13                
Vardenis9728        Pavardenis9728      6                   6.13                
Vardenis85          Pavardenis85        7                   6.15                
Vardenis161         Pavardenis161       7                   6.15                
Vardenis287         Pavardenis287       7                   6.15                
Vardenis314         Pavardenis314       7                   6.15                
Vardenis729         Pavardenis729       7                   6.15                
Vardenis763         Pavardenis763       7                   6.15                
Vardenis986         Pavardenis986       7                   6.15                
Vardenis1408        Pavardenis1408      7                   6.15                
Vardenis1770        Pavardenis1770      7                   6.15                
Vardenis1826        Pavardenis1826      7                   6.15                
Vardenis2237        Pavardenis2237      7                   6.15                
Vardenis3630        Pavardenis3630      7                   6.15                
Vardenis3770        Pavardenis3770      7                   6.15                
Vardenis4495        Pavardenis4495      7                   6.15                
Vardenis5225        Pavardenis5225      7                   6.15                
Vardenis5526        Pavardenis5526      7                   6.15                
Vardenis6148        Pavardenis6148      7                   6.15                
Vardenis6925        Pavardenis6925      7                   6.15                
Vardenis6963        Pavardenis6963      7                   6.15                
Vardenis7123        Pavardenis7123      7                   6.15                
Vardenis7141        Pavardenis7141      7                   6.15                
Vardenis7245        Pavardenis7245      7                   6.15                
Vardenis8467        Pavardenis8467      7                   6.15                
Vardenis8797        Pavardenis8797      7                   6.15                
Vardenis9784        Pavardenis9784      7                   6.15                
Vardenis197         Pavardenis197       6                   6.16                
Vardenis203         Pavardenis203       6                   6.16                
Vardenis734         Pavardenis734       6                   6.16                
Vardenis3344        Pavardenis3344      6                   6.16                
Vardenis3619        Pavardenis3619      6                   6.16                
Vardenis3810        Pavardenis3810      6                   6.16                
Vardenis4034        Pavardenis4034      6                   6.16                
Vardenis4791        Pavardenis4791      6                   6.16                
Vardenis4846        Pavardenis4846      8                   6.16                
Vardenis5055        Pavardenis5055      6                   6.16                
Vardenis5706        Pavardenis5706      6                   6.16                
Vardenis6017        Pavardenis6017      8                   6.16                
Vardenis6351        Pavardenis6351      6                   6.16                
Vardenis6906        Pavardenis6906      6                   6.16                
Vardenis8551        Pavardenis8551      6                   6.16                
Vardenis8913        Pavardenis8913      6                   6.16                
Vardenis8966        Pavardenis8966      6                   6.16                
Vardenis9343        Pavardenis9343      6                   6.16                
Vardenis9401        Pavardenis9401      6                   6.16                
Vardenis9775        Pavardenis9775      6                   6.16                
Vardenis9825        Pavardenis9825      6                   6.16                
Vardenis9901        Pavardenis9901      6                   6.16                
Vardenis637         Pavardenis637       7                   6.17                
Vardenis849         Pavardenis849       7                   6.17                
Vardenis1822        Pavardenis1822      7                   6.17                
Vardenis2495        Pavardenis2495      7                   6.17                
Vardenis2992        Pavardenis2992      7                   6.17                
Vardenis4272        Pavardenis4272      7                   6.17                
Vardenis4615        Pavardenis4615      7                   6.17                
Vardenis4796        Pavardenis4796      7                   6.17                
Vardenis4862        Pavardenis4862      7                   6.17                
Vardenis5373        Pavardenis5373      7                   6.17                
Vardenis5721        Pavardenis5721      7                   6.17                
Vardenis5911        Pavardenis5911      7                   6.17                
Vardenis6070        Pavardenis6070      7                   6.17                
Vardenis6237        Pavardenis6237      7                   6.17                
Vardenis6606        Pavardenis6606      7                   6.17                
Vardenis6899        Pavardenis6899      7                   6.17                
Vardenis6914        Pavardenis6914      7                   6.17                
Vardenis7000        Pavardenis7000      7                   6.17                
Vardenis7782        Pavardenis7782      7                   6.17                
Vardenis7970        Pavardenis7970      7                   6.17                
Vardenis8129        Pavardenis8129      7                   6.17                
Vardenis8424        Pavardenis8424      7                   6.17                
Vardenis8535        Pavardenis8535      7                   6.17                
Vardenis8943        Pavardenis8943      7                   6.17                
Vardenis9690        Pavardenis9690      7                   6.17                
Vardenis9971        Pavardenis9971      7                   6.17                
Vardenis19          Pavardenis19        6                   6.19                
Vardenis164         Pavardenis164       6                   6.19                
Vardenis211         Pavardenis211       6                   6.19                
Vardenis217         Pavardenis217       6                   6.19                
Vardenis1630        Pavardenis1630      6                   6.19                
Vardenis1912        Pavardenis1912      8                   6.19                
Vardenis2608        Pavardenis2608      6                   6.19                
Vardenis4454        Pavardenis4454      6                   6.19                
Vardenis4985        Pavardenis4985      6                   6.19                
Vardenis5663        Pavardenis5663      6                   6.19                
Vardenis5837        Pavardenis5837      6                   6.19                
Vardenis6595        Pavardenis6595      6                   6.19                
Vardenis6644        Pavardenis6644      8                   6.19                
Vardenis7393        Pavardenis7393      6                   6.19                
Vardenis7669        Pavardenis7669      6                   6.19                
Vardenis7921        Pavardenis7921      6                   6.19                
Vardenis8476        Pavardenis8476      6                   6.19                
Vardenis9304        Pavardenis9304      6                   6.19                
Vardenis9337        Pavardenis9337      6                   6.19                
Vardenis9519        Pavardenis9519      6                   6.19                
Vardenis9679        Pavardenis9679      6                   6.19                
Vardenis9750        Pavardenis9750      6                   6.19                
Vardenis619         Pavardenis619       5                   6.2                 
Vardenis920         Pavardenis920       7                   6.2                 
Vardenis1475        Pavardenis1475      7                   6.2                 
Vardenis1693        Pavardenis1693      7                   6.2                 
Vardenis2422        Pavardenis2422      7                   6.2                 
Vardenis2539        Pavardenis2539      7                   6.2                 
Vardenis3173        Pavardenis3173      7                   6.2                 
Vardenis3706        Pavardenis3706      7                   6.2                 
Vardenis3852        Pavardenis3852      7                   6.2                 
Vardenis3864        Pavardenis3864      7                   6.2                 
Vardenis3895        Pavardenis3895      7                   6.2                 
Vardenis4459        Pavardenis4459      7                   6.2                 
Vardenis4885        Pavardenis4885      7                   6.2                 
Vardenis5113        Pavardenis5113      7                   6.2                 
Vardenis6012        Pavardenis6012      7                   6.2                 
Vardenis6768        Pavardenis6768      7                   6.2                 
Vardenis6836        Pavardenis6836      7                   6.2                 
Vardenis7160        Pavardenis7160      7                   6.2                 
Vardenis7438        Pavardenis7438      7                   6.2                 
Vardenis8263        Pavardenis8263      7                   6.2                 
Vardenis8540        Pavardenis8540      7                   6.2                 
Vardenis9022        Pavardenis9022      7                   6.2                 
Vardenis9539        Pavardenis9539      7                   6.2                 
Vardenis105         Pavardenis105       6                   6.21                
Vardenis890         Pavardenis890       6                   6.21                
Vardenis896         Pavardenis896       6                   6.21                
Vardenis1242        Pavardenis1242      6                   6.21                
Vardenis1705        Pavardenis1705      6                   6.21                
Vardenis1726        Pavardenis1726      6                   6.21                
Vardenis3168        Pavardenis3168      6                   6.21                
Vardenis3524        Pavardenis3524      6                   6.21                
Vardenis3653        Pavardenis3653      6                   6.21                
Vardenis3707        Pavardenis3707      6                   6.21                
Vardenis3849        Pavardenis3849      6                   6.21                
Vardenis3916        Pavardenis3916      6                   6.21                
Vardenis4648        Pavardenis4648      6                   6.21                
Vardenis5409        Pavardenis5409      6                   6.21                
Vardenis5980        Pavardenis5980      6                   6.21                
Vardenis6000        Pavardenis6000      6                   6.21                
Vardenis7042        Pavardenis7042      6                   6.21                
Vardenis7603        Pavardenis7603      6                   6.21                
Vardenis7764        Pavardenis7764      6                   6.21                
Vardenis8739        Pavardenis8739      6                   6.21                
Vardenis8846        Pavardenis8846      6                   6.21                
Vardenis8932        Pavardenis8932      6                   6.21                
Vardenis9925        Pavardenis9925      6                   6.21                
Vardenis713         Pavardenis713       7                   6.23                
Vardenis933         Pavardenis933       7                   6.23                
Vardenis1591        Pavardenis1591      7                   6.23                
Vardenis1679        Pavardenis1679      7                   6.23                
Vardenis1900        Pavardenis1900      7                   6.23                
Vardenis1910        Pavardenis1910      7                   6.23                
Vardenis2126        Pavardenis2126      7                   6.23                
Vardenis3104        Pavardenis3104      7                   6.23                
Vardenis3183        Pavardenis3183      7                   6.23                
Vardenis3426        Pavardenis3426      7                   6.23                
Vardenis4358        Pavardenis4358      7                   6.23                
Vardenis4419        Pavardenis4419      7                   6.23                
Vardenis4442        Pavardenis4442      7                   6.23                
Vardenis4904        Pavardenis4904      7                   6.23                
Vardenis5040        Pavardenis5040      7                   6.23                
Vardenis5535        Pavardenis5535      7                   6.23                
Vardenis5553        Pavardenis5553      7                   6.23                
Vardenis5775        Pavardenis5775      7                   6.23                
Vardenis6593        Pavardenis6593      7                   6.23                
Vardenis6615        Pavardenis6615      7                   6.23                
Vardenis7558        Pavardenis7558      7                   6.23                
Vardenis7949        Pavardenis7949      7                   6.23                
Vardenis8220        Pavardenis8220      7                   6.23                
Vardenis8241        Pavardenis8241      7                   6.23                
Vardenis8573        Pavardenis8573      7                   6.23                
Vardenis9247        Pavardenis9247      7                   6.23                
Vardenis9887        Pavardenis9887      7                   6.23                
Vardenis631         Pavardenis631       6                   6.24                
